	Plate3-C3	Plate4-G2	Plate3-D4	Plate3-B4	Plate3-D7	Plate3-C4	Plate3-H7	Plate4-E1	Plate3-E1	Plate3-F4	Plate3-G7	Plate3-F7	Plate3-E4	Plate3-H4	Plate4-D1	Plate3-D10	Plate3-E7	Plate4-G1	Plate4-F1	Plate3-G10	Plate3-F10	Plate3-E10	Plate3-G4	Plate3-A5	Plate3-C7	Plate3-B10	Plate3-E5	Plate4-B1	Plate3-E3	Plate3-B5	Plate3-G11	Plate3-H3	Plate4-H1	Plate3-H5	Plate4-D2	Plate3-D11	Plate3-G5	Plate3-E8	Plate4-F2	Plate3-H12	Plate3-G3	Plate3-H2	Plate3-D8	Plate3-B8	Plate3-C11	Plate3-B7	Plate3-D3	Plate4-E2	Plate3-C5	Plate4-B2	Plate4-C1	Plate3-H8	Plate4-C2	Plate3-E11	Plate3-F11	Plate3-F1	Plate3-D5	Plate3-F5	Plate3-G2	Plate3-H10	Plate3-C2	Plate3-D2	Plate3-E2	Plate3-C10	Plate3-C1	Plate3-F2	Plate3-F3	Plate3-A8	Plate3-D1	Plate3-H9	Plate3-A11	Plate3-B11	Plate3-C8	Plate3-B3	Plate3-A10	Plate3-B2
Plate3-G7	0.81800677665	0.770162563452	0.473468477157	0.52429464467	0.530814010152	0.410821852792	0.173145380711	0.439854593909	0.351265076142	0.404377360406	0.0	0.234724771574	0.190493324873	0.213955279188	0.336300609137	0.287366700508	0.172704441624	0.364877538071	0.389352182741	0.277531598985	0.163749162437	0.403869670051	0.183703654822	0.743059365482	0.573079314721	0.645668857868	0.716369771574	0.757301243655	0.783221142132	0.74285677665	0.756147664975	0.71497177665	0.753728604061	0.751191878173	0.748368071066	0.721054796954	0.685823705584	0.681444187817	0.818910228426	0.725928324873	0.721744060914	0.77422642132	0.624686675127	0.639026218274	0.774196649746	0.618388832487	0.784981395939	0.724918071066	0.722215964467	0.721699746193	0.649490380711	0.451207563452	0.766138832487	0.743498807107	0.77254535533	0.768009010152	0.713211700508	0.729260939086	0.671733807107	0.787016928934	0.825221167513	0.730120659898	0.753353553299	0.664761598985	0.732672893401	0.752875736041	0.824224974619	0.662549695431	0.816281269036	0.678094441624	0.742197817259	0.741393350254	0.715027182741	0.79096784264	0.70566822335	0.789438299492
Plate3-F7	0.779959467005	0.731692258883	0.417708883249	0.473523324873	0.486043045685	0.346876167513	0.249801218274	0.316845456853	0.279783553299	0.271647208122	0.234724771574	0.0	0.199816928934	0.248028883249	0.250065583756	0.253283908629	0.273156472081	0.263858857868	0.279589187817	0.263308959391	0.321183883249	0.271650939086	0.335073401015	0.707481040609	0.528609416244	0.603082614213	0.679258959391	0.717241649746	0.739502055838	0.704698299492	0.711968477157	0.676308527919	0.710513375635	0.709885939086	0.707797664975	0.677938807107	0.659004314721	0.650643680203	0.776522563452	0.697750913706	0.692014467005	0.739185406091	0.592394543147	0.602516116751	0.732844568528	0.579828883249	0.744947538071	0.686717664975	0.688101852792	0.67840680203	0.63211464467	0.402804111675	0.72623213198	0.703836522843	0.733486319797	0.724940634518	0.67422180203	0.689890329949	0.632937918782	0.745004746193	0.783341827411	0.689273451777	0.711660406091	0.625186624365	0.700928375635	0.714603807107	0.785131522843	0.623125939086	0.780225583756	0.634973527919	0.705382182741	0.699020304569	0.680400939086	0.748745304569	0.664526852792	0.746954187817
Plate3-E4	0.747362893401	0.703297664975	0.379456370558	0.438556294416	0.467078147208	0.39866822335	0.0778874365482	0.333016497462	0.229766319797	0.406591192893	0.190493324873	0.199816928934	0.0	0.259020431472	0.212584086294	0.190052005076	0.103294111675	0.248087817259	0.289680989848	0.172656192893	0.188723096447	0.281647309645	0.195746878173	0.675743248731	0.510270406091	0.557804314721	0.653207360406	0.680817258883	0.696978984772	0.671899898477	0.673139213198	0.647747741117	0.688874010152	0.679642360406	0.672854796954	0.65313928934	0.63107286802	0.631243299492	0.739861167513	0.668688045685	0.680999974619	0.71864964467	0.584653299492	0.578659543147	0.700362664975	0.54626464467	0.706823451777	0.664927994924	0.649998324873	0.654689974619	0.594009847716	0.361123020305	0.695304492386	0.667396395939	0.701235177665	0.69316680203	0.641660253807	0.656910050761	0.622871700508	0.710019441624	0.741479619289	0.678319923858	0.677304543147	0.585829441624	0.683470431472	0.673006116751	0.754883375635	0.603765050761	0.749222563452	0.601870152284	0.661119923858	0.66300215736	0.650357411168	0.702654060914	0.624023426396	0.706107614213
Plate3-H4	0.816868401015	0.767244035533	0.46738106599	0.52071215736	0.542598375635	0.435115456853	0.290727208122	0.390856015228	0.331742944162	0.349134568528	0.213955279188	0.248028883249	0.259020431472	0.0	0.293796903553	0.280036040609	0.294432208122	0.314064035533	0.339294720812	0.291692106599	0.293561497462	0.354269720812	0.300018527919	0.74349251269	0.591430076142	0.645060685279	0.716561243655	0.753961192893	0.780697944162	0.742652208122	0.75322964467	0.711672030457	0.758598654822	0.74830177665	0.744460862944	0.718888705584	0.692849086294	0.683489365482	0.818100736041	0.726717005076	0.71835893401	0.769553426396	0.621702766497	0.638620076142	0.771513807107	0.619380659898	0.78215180203	0.726461522843	0.724730989848	0.724870203046	0.678502918782	0.44591319797	0.765734517766	0.741871954315	0.769009923858	0.765350634518	0.710075609137	0.727417791878	0.667568629442	0.787446370558	0.823245177665	0.726621878173	0.749101472081	0.664878096447	0.729510812183	0.75111106599	0.820238984772	0.66127	0.814474162437	0.680607284264	0.743028984772	0.737568730964	0.717111700508	0.788133984772	0.704419441624	0.786205406091
Plate4-D1	0.825769822335	0.631374543147	0.459601522843	0.516749010152	0.544255583756	0.451011294416	0.252315329949	0.147539517766	0.334285837563	0.449956192893	0.336300609137	0.250065583756	0.212584086294	0.293796903553	0.0	0.0610346192893	0.28697180203	0.0613135279188	0.0982061928934	0.0874768781726	0.203282309645	0.0942897715736	0.344851015228	0.758499060914	0.586270532995	0.633457335025	0.736959720812	0.756005761421	0.77465286802	0.751984441624	0.603768629442	0.726894162437	0.621371192893	0.757739898477	0.599310203046	0.625494898477	0.717990152284	0.710735761421	0.669558705584	0.750046294416	0.757550507614	0.795434340102	0.662298857868	0.659323629442	0.626862690355	0.627923908629	0.784132258883	0.594851624365	0.73479713198	0.593174314721	0.684935050761	0.441906446701	0.63528213198	0.601041243655	0.626749365482	0.772033324873	0.719901751269	0.736217030457	0.70479142132	0.64576642132	0.81866319797	0.758120203046	0.756512538071	0.663777588832	0.763256446701	0.748031675127	0.830044974619	0.684566598985	0.825476598985	0.680299314721	0.604123045685	0.619334213198	0.733586319797	0.780132918782	0.702736243655	0.785500634518
Plate3-D10	0.820509162437	0.645838096447	0.462351573604	0.515134238579	0.541513959391	0.448030583756	0.222618781726	0.175224543147	0.338260558376	0.450047360406	0.287366700508	0.253283908629	0.190052005076	0.280036040609	0.0610346192893	0.0	0.255146319797	0.099849822335	0.12260142132	0.0613579441624	0.153467284264	0.136319314721	0.30097857868	0.74896571066	0.585128654822	0.635741700508	0.72615428934	0.743539873096	0.774520025381	0.743533121827	0.612951167513	0.72204	0.635826979695	0.752273096447	0.614169796954	0.625318705584	0.705803553299	0.699308553299	0.684938350254	0.736419898477	0.749446294416	0.790598705584	0.657972106599	0.652612411168	0.643954720812	0.615924314721	0.779513071066	0.609516142132	0.723870583756	0.602673857868	0.669527994924	0.441142538071	0.638565837563	0.608328451777	0.641558502538	0.771212614213	0.711880126904	0.730528248731	0.698026142132	0.656289568528	0.814538477157	0.754580609137	0.751771319797	0.656999314721	0.75529751269	0.743071319797	0.82626142132	0.679357664975	0.819472538071	0.67589819797	0.602548020305	0.617912436548	0.723514543147	0.782187741117	0.698991218274	0.781958299492
Plate3-E7	0.763761319797	0.721917208122	0.416805761421	0.463049187817	0.486604137056	0.433145482234	0.0509448477157	0.396592385787	0.278850532995	0.44663535533	0.172704441624	0.273156472081	0.103294111675	0.294432208122	0.28697180203	0.255146319797	0.0	0.31704715736	0.356743426396	0.236486954315	0.175444213198	0.355179543147	0.10705819797	0.696184720812	0.528725888325	0.580951370558	0.672434111675	0.699373401015	0.717567106599	0.69052284264	0.690882766497	0.668651852792	0.716542994924	0.699107335025	0.691725812183	0.669686192893	0.650045913706	0.650371928934	0.760173248731	0.684740482234	0.699249923858	0.736886954315	0.605293248731	0.598977766497	0.721518147208	0.562472817259	0.724262182741	0.688440177665	0.668166091371	0.678383984772	0.606014162437	0.385991192893	0.716676878173	0.686416903553	0.722025279188	0.714664162437	0.660506091371	0.678107208122	0.643092715736	0.731897715736	0.763580685279	0.699551294416	0.697442918782	0.602531319797	0.70300713198	0.692961852792	0.773290685279	0.624490837563	0.769490076142	0.618183553299	0.681273781726	0.683260583756	0.669738832487	0.723909492386	0.641684086294	0.727712994924
Plate4-G1	0.832647309645	0.615637309645	0.465748756345	0.523031725888	0.551110685279	0.456583248731	0.28394357868	0.113415025381	0.343988401015	0.453540736041	0.364877538071	0.263858857868	0.248087817259	0.314064035533	0.0613135279188	0.099849822335	0.31704715736	0.0	0.0720852538071	0.122904822335	0.235359238579	0.0880655329949	0.378382664975	0.768489035533	0.591517258883	0.639192284264	0.745968324873	0.761296446701	0.782475888325	0.761235025381	0.607810786802	0.734996269036	0.583835279188	0.764435203046	0.574499365482	0.630326497462	0.729462258883	0.720933908629	0.630586548223	0.759860126904	0.76549322335	0.804700761421	0.671752081218	0.669090152284	0.627331040609	0.633177944162	0.792898883249	0.558332005076	0.74507035533	0.598294796954	0.694467817259	0.449100177665	0.640454137056	0.609999847716	0.601724416244	0.781465583756	0.727181573604	0.747656294416	0.712152563452	0.648670456853	0.825397233503	0.767663680203	0.765843527919	0.671252081218	0.770518756345	0.758322309645	0.837380329949	0.691555253807	0.834472563452	0.686719593909	0.611629517766	0.62486286802	0.74581751269	0.789288832487	0.710920583756	0.793990659898
Plate4-F1	0.826920786802	0.611755304569	0.470787766497	0.523501954315	0.550035989848	0.45411642132	0.319289695431	0.079853680203	0.340437766497	0.440627055838	0.389352182741	0.279589187817	0.289680989848	0.339294720812	0.0982061928934	0.12260142132	0.356743426396	0.0720852538071	0.0	0.156411954315	0.256640532995	0.0775560152284	0.409055888325	0.768546319797	0.590476522843	0.64145642132	0.745643172589	0.750975507614	0.780556370558	0.759133071066	0.606379695431	0.728005380711	0.572179619289	0.758566548223	0.569347664975	0.635558045685	0.728053807107	0.717948807107	0.622381548223	0.756638832487	0.756778172589	0.796612005076	0.671488756345	0.668174543147	0.627082994924	0.62429822335	0.787232817259	0.549193705584	0.741908654822	0.593118375635	0.692414543147	0.456664771574	0.637888730964	0.612447030457	0.598501243655	0.776067335025	0.721562005076	0.745184137056	0.704843654822	0.649225913706	0.819315939086	0.759833705584	0.757358832487	0.665869010152	0.760063096447	0.750440304569	0.83209928934	0.686154771574	0.824276548223	0.684606472081	0.615723857868	0.625711928934	0.743339111675	0.787776878173	0.707434010152	0.787411903553
Plate3-G10	0.823127918782	0.667823959391	0.461781852792	0.514561269036	0.542031751269	0.450153705584	0.205353477157	0.209064771574	0.339055101523	0.456807233503	0.277531598985	0.263308959391	0.172656192893	0.291692106599	0.0874768781726	0.0613579441624	0.236486954315	0.122904822335	0.156411954315	0.0	0.140568324873	0.154563248731	0.286784492386	0.753254923858	0.58394680203	0.634512284264	0.727078071066	0.748314365482	0.77474142132	0.744440659898	0.636947538071	0.72667286802	0.659989796954	0.75412286802	0.638964593909	0.622484467005	0.705889923858	0.701678020305	0.707209543147	0.739191700508	0.754621903553	0.792292030457	0.659996395939	0.654418680203	0.667930939086	0.619814187817	0.781254111675	0.633070482234	0.724755888325	0.624691294416	0.672029187817	0.443117436548	0.663893172589	0.631669746193	0.668016395939	0.773464162437	0.712460812183	0.732572385787	0.70261393401	0.678188426396	0.817536878173	0.757909670051	0.75292606599	0.656294670051	0.75936677665	0.744828857868	0.82753748731	0.679451700508	0.823777791878	0.677303604061	0.627086573604	0.629198045685	0.725125228426	0.782537411168	0.698939670051	0.785175888325
Plate3-F10	0.820734162437	0.664974314721	0.476714543147	0.524816903553	0.545290736041	0.449472639594	0.173184086294	0.316622385787	0.346643477157	0.492137284264	0.163749162437	0.321183883249	0.188723096447	0.293561497462	0.203282309645	0.153467284264	0.175444213198	0.235359238579	0.256640532995	0.140568324873	0.0	0.274320203046	0.183099416244	0.743941269036	0.589896345178	0.641790862944	0.72091964467	0.751173553299	0.782037664975	0.741084162437	0.649510634518	0.715763527919	0.655704822335	0.750710939086	0.642942614213	0.623668375635	0.693970228426	0.690814263959	0.715286294416	0.72765180203	0.741557385787	0.781673045685	0.649217461929	0.642854822335	0.668857233503	0.621614695431	0.784410101523	0.627131345178	0.721287918782	0.619780939086	0.652509390863	0.449421192893	0.661804492386	0.637505989848	0.666757360406	0.770322791878	0.711424923858	0.727285329949	0.695759314721	0.68319928934	0.820058248731	0.753255304569	0.754277538071	0.663728680203	0.746745913706	0.748149720812	0.822400532995	0.668120279188	0.812764340102	0.682559390863	0.635346928934	0.637050482234	0.715153299492	0.789578071066	0.706682817259	0.788155634518
Plate3-E10	0.83111177665	0.612147563452	0.465825507614	0.523120304569	0.550890177665	0.455219543147	0.325655152284	0.117234771574	0.338457030457	0.446785558376	0.403869670051	0.271650939086	0.281647309645	0.354269720812	0.0942897715736	0.136319314721	0.355179543147	0.0880655329949	0.0775560152284	0.154563248731	0.274320203046	0.0	0.419129467005	0.772368020305	0.592175634518	0.639440253807	0.75013786802	0.757843705584	0.781993908629	0.765174213198	0.603957284264	0.73151748731	0.600497918782	0.763727233503	0.583461142132	0.631086345178	0.732074746193	0.723762081218	0.652014771574	0.764359974619	0.761166116751	0.800494619289	0.674699390863	0.672215482234	0.622038654822	0.630331243655	0.79042680203	0.574479263959	0.748674822335	0.586968654822	0.697714162437	0.453624035533	0.629666167513	0.608376954315	0.612813857868	0.778625431472	0.726996294416	0.750045939086	0.707160837563	0.645349390863	0.823030989848	0.762902055838	0.76059464467	0.671374923858	0.766901192893	0.75584322335	0.835600989848	0.689457335025	0.830359314721	0.686689949239	0.612793071066	0.623565558376	0.747805837563	0.786545786802	0.711260177665	0.790783553299
Plate3-G4	0.784621192893	0.737448147208	0.490237360406	0.490388654822	0.53122071066	0.47861784264	0.148504314721	0.459742055838	0.334486345178	0.49481071066	0.183703654822	0.335073401015	0.195746878173	0.300018527919	0.344851015228	0.30097857868	0.10705819797	0.378382664975	0.409055888325	0.286784492386	0.183099416244	0.419129467005	0.0	0.710720076142	0.557347284264	0.613128451777	0.685644796954	0.720548502538	0.748977588832	0.710146725888	0.722930659898	0.681555228426	0.742291548223	0.719521522843	0.716927614213	0.688931852792	0.65571284264	0.656744847716	0.786708248731	0.693269847716	0.703008984772	0.742458350254	0.611686675127	0.609370532995	0.741896243655	0.586782030457	0.750453324873	0.702276852792	0.689136370558	0.696650558376	0.62442642132	0.414548832487	0.736692944162	0.710143781726	0.740562208122	0.735568807107	0.681410837563	0.696693477157	0.658765583756	0.756960126904	0.791863096447	0.716640609137	0.721109492386	0.632204492386	0.706939543147	0.719253553299	0.790693654822	0.633678527919	0.783433756345	0.646717588832	0.70756928934	0.709424263959	0.683568299492	0.756326015228	0.671722639594	0.754485050761
Plate3-A5	0.35614857868	0.278826649746	0.441237436548	0.39965319797	0.385554340102	0.500399035533	0.70092713198	0.776036548223	0.594949213198	0.802412664975	0.743059365482	0.707481040609	0.675743248731	0.74349251269	0.758499060914	0.74896571066	0.696184720812	0.768489035533	0.768546319797	0.753254923858	0.743941269036	0.772368020305	0.710720076142	0.0	0.34265319797	0.287610152284	0.161230812183	0.294974162437	0.323837360406	0.127734720812	0.337955862944	0.33380393401	0.442299796954	0.196276979695	0.327124137056	0.301765634518	0.219424492386	0.259404162437	0.332181878173	0.270210634518	0.352085507614	0.395944010152	0.276261370558	0.253892436548	0.336956218274	0.274337690355	0.338949949239	0.373906269036	0.125128426396	0.37136571066	0.301725837563	0.417533375635	0.357334441624	0.352692791878	0.333345786802	0.349506142132	0.18760857868	0.145449796954	0.350603629442	0.342283401015	0.398108147208	0.372013832487	0.335512918782	0.264216700508	0.293076319797	0.34168180203	0.343722309645	0.245694086294	0.353149619289	0.255082182741	0.312939467005	0.357506472081	0.188496395939	0.35452751269	0.23716642132	0.330937106599
Plate3-C7	0.404453654822	0.379223553299	0.223763375635	0.225241269036	0.204444898477	0.300597563452	0.542460939086	0.583955228426	0.434494238579	0.612227690355	0.573079314721	0.528609416244	0.510270406091	0.591430076142	0.586270532995	0.585128654822	0.528725888325	0.591517258883	0.590476522843	0.58394680203	0.589896345178	0.592175634518	0.557347284264	0.34265319797	0.0	0.169512741117	0.30564319797	0.324826192893	0.36935928934	0.311729137056	0.352765862944	0.35020784264	0.40895284264	0.341490939086	0.34955784264	0.320034568528	0.290153832487	0.287331319797	0.392289137056	0.302730177665	0.390211548223	0.426223502538	0.274778274112	0.261077664975	0.379418857868	0.12582642132	0.371802335025	0.355325862944	0.322455837563	0.337432411168	0.246935939086	0.250280532995	0.361940228426	0.386826903553	0.386553451777	0.356531472081	0.292742690355	0.303144365482	0.336782309645	0.368536852792	0.432687436548	0.389846675127	0.370309314721	0.201861725888	0.352457893401	0.36327677665	0.418609010152	0.25018571066	0.418182766497	0.189316598985	0.372859974619	0.383027944162	0.301555786802	0.392586091371	0.225621345178	0.368140203046
Plate3-B10	0.374460862944	0.312985380711	0.25574286802	0.242594416244	0.215375507614	0.363243807107	0.585742208122	0.639050507614	0.472085558376	0.681261903553	0.645668857868	0.603082614213	0.557804314721	0.645060685279	0.633457335025	0.635741700508	0.580951370558	0.639192284264	0.64145642132	0.634512284264	0.641790862944	0.639440253807	0.613128451777	0.287610152284	0.169512741117	0.0	0.261147208122	0.266200659898	0.333933350254	0.270376903553	0.337546675127	0.34378748731	0.407976192893	0.281884441624	0.306288908629	0.335500761421	0.299768350254	0.282299492386	0.331159340102	0.256561142132	0.37001819797	0.408254568528	0.310245989848	0.303907258883	0.366192208122	0.118073020305	0.34586284264	0.376047944162	0.266647563452	0.355153172589	0.264174670051	0.289233121827	0.327961954315	0.406155228426	0.353101269036	0.33165893401	0.24248786802	0.249239086294	0.33244677665	0.351936598985	0.412880837563	0.383926167513	0.358270786802	0.196177055838	0.324750634518	0.340522208122	0.371467284264	0.257484492386	0.380885964467	0.180705279188	0.377680837563	0.379540177665	0.299249340102	0.361559898477	0.175320888325	0.344559796954
Plate3-E5	0.353099086294	0.275606142132	0.404802411168	0.36065680203	0.354161751269	0.46665142132	0.678966522843	0.752450761421	0.562877639594	0.775925964467	0.716369771574	0.679258959391	0.653207360406	0.716561243655	0.736959720812	0.72615428934	0.672434111675	0.745968324873	0.745643172589	0.727078071066	0.72091964467	0.75013786802	0.685644796954	0.161230812183	0.30564319797	0.261147208122	0.0	0.324855634518	0.322146243655	0.165165837563	0.31899642132	0.320801142132	0.410430050761	0.208393375635	0.295107538071	0.25777928934	0.180699873096	0.222309593909	0.336680659898	0.258728350254	0.330637030457	0.388303096447	0.242309340102	0.217666751269	0.317278959391	0.24744286802	0.340042893401	0.345772664975	0.14146680203	0.333898045685	0.274255380711	0.378516319797	0.318701497462	0.313974263959	0.312164263959	0.331432994924	0.159192944162	0.131224974619	0.298032664975	0.314335329949	0.398842258883	0.348805253807	0.319537385787	0.241709035533	0.294759619289	0.331280076142	0.34098535533	0.209964695431	0.352995253807	0.227025076142	0.296012664975	0.331239771574	0.163238172589	0.354238832487	0.220245203046	0.339032944162
Plate4-B1	0.267815380711	0.336630862944	0.42619642132	0.351895025381	0.348696573604	0.488298121827	0.708634746193	0.753578426396	0.586646573604	0.792181700508	0.757301243655	0.717241649746	0.680817258883	0.753961192893	0.756005761421	0.743539873096	0.699373401015	0.761296446701	0.750975507614	0.748314365482	0.751173553299	0.757843705584	0.720548502538	0.294974162437	0.324826192893	0.266200659898	0.324855634518	0.0	0.254803350254	0.311136700508	0.337795507614	0.30128393401	0.418453147208	0.259317182741	0.373992005076	0.378071878173	0.374126472081	0.375787969543	0.317541472081	0.250567436548	0.319801192893	0.351109086294	0.412444822335	0.399351928934	0.339360228426	0.246634695431	0.26748248731	0.443797233503	0.297322030457	0.41996535533	0.320952639594	0.425349467005	0.34786286802	0.423921827411	0.363267309645	0.29464035533	0.327110507614	0.309921827411	0.324951649746	0.355537918782	0.332738299492	0.332116624365	0.283185964467	0.281266954315	0.238567081218	0.298345964467	0.273659213198	0.343650431472	0.287773121827	0.254805989848	0.420081345178	0.388907994924	0.337413299492	0.271309847716	0.248782258883	0.259364060914
Plate3-E3	0.179365126904	0.359893147208	0.464805609137	0.379002588832	0.380822918782	0.517651015228	0.724090482234	0.781130203046	0.602732461929	0.818849923858	0.783221142132	0.739502055838	0.696978984772	0.780697944162	0.77465286802	0.774520025381	0.717567106599	0.782475888325	0.780556370558	0.77474142132	0.782037664975	0.781993908629	0.748977588832	0.323837360406	0.36935928934	0.333933350254	0.322146243655	0.254803350254	0.0	0.330513756345	0.314480482234	0.185990177665	0.396295329949	0.266497791878	0.371553324873	0.349905025381	0.354541395939	0.360158629442	0.352777309645	0.323609568528	0.248767639594	0.24401822335	0.367924365482	0.356971928934	0.311588908629	0.323357538071	0.125199949239	0.415160380711	0.304534060914	0.389890380711	0.37607	0.44863642132	0.329610837563	0.384925329949	0.341041269036	0.174311319797	0.31228715736	0.320730964467	0.270170685279	0.327828984772	0.21471571066	0.225924035533	0.154974695431	0.286545583756	0.18279428934	0.165099822335	0.181435812183	0.305239923858	0.181720583756	0.26557248731	0.375885101523	0.354173071066	0.299264568528	0.147270050761	0.274200380711	0.140075431472
Plate3-B5	0.360683857868	0.294417563452	0.421268908629	0.391523908629	0.378307994924	0.497225025381	0.697070989848	0.769389746193	0.595421649746	0.801514086294	0.74285677665	0.704698299492	0.671899898477	0.742652208122	0.751984441624	0.743533121827	0.69052284264	0.761235025381	0.759133071066	0.744440659898	0.741084162437	0.765174213198	0.710146725888	0.127734720812	0.311729137056	0.270376903553	0.165165837563	0.311136700508	0.330513756345	0.0	0.339504238579	0.331228705584	0.449405888325	0.173476472081	0.336131852792	0.295955329949	0.199255456853	0.256371573604	0.333521827411	0.260603172589	0.369615456853	0.411066243655	0.257634416244	0.225394619289	0.343505101523	0.26063357868	0.348744314721	0.387441700508	0.134517715736	0.367958248731	0.286990812183	0.397547944162	0.360332766497	0.343357918782	0.349628375635	0.353226345178	0.158424467005	0.123721573604	0.351620177665	0.326218832487	0.397697233503	0.37913642132	0.347102766497	0.257595736041	0.312133375635	0.327121294416	0.362421700508	0.232086472081	0.347909263959	0.235472944162	0.305815456853	0.363240685279	0.182838832487	0.371868883249	0.231860482234	0.342288426396
Plate3-G11	0.372445	0.18096322335	0.436345583756	0.346393680203	0.359274263959	0.471491040609	0.698988020305	0.611796370558	0.594473045685	0.799296903553	0.756147664975	0.711968477157	0.673139213198	0.75322964467	0.603768629442	0.612951167513	0.690882766497	0.607810786802	0.606379695431	0.636947538071	0.649510634518	0.603957284264	0.722930659898	0.337955862944	0.352765862944	0.337546675127	0.31899642132	0.337795507614	0.314480482234	0.339504238579	0.0	0.331614720812	0.228054035533	0.278720964467	0.207348071066	0.175267791878	0.322708781726	0.312799162437	0.212579314721	0.349407563452	0.359495076142	0.417232258883	0.335805	0.33136677665	0.147764517766	0.322854162437	0.335792106599	0.217708832487	0.308129771574	0.213170812183	0.365585152284	0.39649715736	0.17234142132	0.171866218274	0.155842309645	0.344616675127	0.292137994924	0.327387385787	0.325094365482	0.149708654822	0.388390050761	0.364014010152	0.340458883249	0.301266675127	0.310736954315	0.323158071066	0.370489390863	0.290723045685	0.368668172589	0.289501700508	0.174963807107	0.168130913706	0.282287081218	0.35497428934	0.304531319797	0.336097588832
Plate3-H3	0.220267335025	0.356553071066	0.467012690355	0.360006370558	0.392750152284	0.459727690355	0.674118730964	0.731276827411	0.541242994924	0.752711218274	0.71497177665	0.676308527919	0.647747741117	0.711672030457	0.726894162437	0.72204	0.668651852792	0.734996269036	0.728005380711	0.72667286802	0.715763527919	0.73151748731	0.681555228426	0.33380393401	0.35020784264	0.34378748731	0.320801142132	0.30128393401	0.185990177665	0.331228705584	0.331614720812	0.0	0.363770380711	0.265053248731	0.377700812183	0.331996015228	0.32501715736	0.347682664975	0.375419111675	0.337213553299	0.185261218274	0.173705	0.315802258883	0.314769162437	0.302401319797	0.318003451777	0.184046725888	0.368367208122	0.306206269036	0.337128274112	0.367433324873	0.399360152284	0.308987563452	0.336113274112	0.344687791878	0.141621649746	0.306556573604	0.323715456853	0.186456497462	0.332387030457	0.231964974619	0.154633502538	0.157457715736	0.289105456853	0.169675634518	0.20330680203	0.217270253807	0.257769695431	0.211955380711	0.264619568528	0.352915685279	0.311796395939	0.278834949239	0.188292309645	0.294392639594	0.168389619289
Plate4-H1	0.421533705584	0.227830050761	0.469531700508	0.38737680203	0.402333680203	0.495061218274	0.717293477157	0.564155482234	0.605766928934	0.799000989848	0.753728604061	0.710513375635	0.688874010152	0.758598654822	0.621371192893	0.635826979695	0.716542994924	0.583835279188	0.572179619289	0.659989796954	0.655704822335	0.600497918782	0.742291548223	0.442299796954	0.40895284264	0.407976192893	0.410430050761	0.418453147208	0.396295329949	0.449405888325	0.228054035533	0.363770380711	0.0	0.383490685279	0.200772106599	0.24012319797	0.406495964467	0.38356786802	0.19569680203	0.415941751269	0.385563172589	0.437004822335	0.391402385787	0.394069137056	0.211534390863	0.388713730964	0.398592893401	0.166175050761	0.409437309645	0.19113393401	0.428970253807	0.438981700508	0.199966218274	0.22747142132	0.186944873096	0.388291218274	0.396734365482	0.421995888325	0.333548908629	0.218343654822	0.444296218274	0.390863527919	0.377533984772	0.374472081218	0.355565456853	0.385239314721	0.417170025381	0.34422571066	0.413771192893	0.356785685279	0.257866928934	0.226081294416	0.368570456853	0.411837918782	0.391160228426	0.398631370558
